,Window,Variance GBP,Variance SEK,Variance CAD,Covariance SEK - GBP,Covariance SEK - CAD,Covariance GBP - CAD
89,0.4818108746512205,2.1733770881288792e-05,8.863663411701067e-06,2.656154833383743e-05,2.2175922193125276e-06,2.0984198960456837e-06,-3.1394229610611653e-07
90,0.7802446300057173,5.285441243958852e-05,8.79422047330747e-06,3.134017848744453e-05,4.968491421661942e-07,2.6747146116819083e-06,5.680015789878708e-06
91,0.42495209789343125,1.8302806522055696e-05,7.241519274497121e-06,2.442185356694274e-05,-2.241689361905158e-06,-2.1345674356993773e-06,8.127023262054291e-07
92,0.04515870463953564,5.141474362826966e-06,1.99146832695627e-06,1.7105734628238595e-05,-1.0890782580032253e-06,2.1229901938610447e-08,2.4140594595497093e-07
93,0.6467187364021469,7.059974317866907e-05,8.798574908384765e-06,2.9122969864716577e-05,7.004277138061638e-06,6.412544080244838e-08,1.2020138066233762e-06
94,0.6527645284867721,5.149860672532596e-05,7.093100933016924e-06,2.829038662538118e-05,6.27447442917694e-06,-4.787601181309584e-07,-1.465444812885221e-06
95,0.2372292978948346,1.2036658974373552e-05,4.965150419892292e-06,2.2357636393234723e-05,2.679534279479251e-07,1.1966735490299276e-06,-1.4582164719789649e-06
96,0.8728656700359697,6.858886321526202e-05,9.801837427391949e-06,2.8143528613399325e-05,8.762933921502962e-06,4.799217622545741e-06,5.599847461505973e-06
97,0.6287414178736502,5.516818538668156e-05,8.413909408785053e-06,2.6942315054472288e-05,4.269649128543092e-06,4.6616355094308045e-07,-6.956047234369927e-07
98,0.5454015989722782,4.8471188905429904e-05,1.0086511910115783e-05,2.6241421130183458e-05,3.7083894924898637e-06,5.560593243398537e-08,-1.540367586605651e-06
99,0.08426301449994023,5.491679881775304e-06,3.0944422910630626e-06,1.921980959021266e-05,4.4345655257623176e-07,2.9599990485833614e-08,-6.024849518191824e-08
100,0.7060579752722086,4.812406131686628e-05,8.097708399274735e-06,3.077136337372772e-05,-2.4444823269329074e-06,1.979705319790942e-06,-5.497563778927674e-07
101,0.9716986264668555,5.897204785680511e-05,8.293915770884844e-06,3.0281469328550538e-05,1.5963877392745842e-05,5.361540970812763e-06,7.648688924622057e-06
102,0.30828891656720714,1.46490578554452e-05,6.036395317074794e-06,2.3568270742420764e-05,-1.849020695103638e-06,-2.6867683990978614e-07,-2.0206028132432214e-06
103,0.9253848418502044,5.5926856542401154e-05,1.1105591121617681e-05,2.242491590375818e-05,-3.6818684722748938e-06,5.559030610574088e-06,5.0256710370291115e-06
104,0.34472442806661074,1.4667896538135457e-05,6.007588340730373e-06,2.0922099292078615e-05,9.359939348349384e-07,1.9051784399200216e-06,-2.3845332936567044e-06
105,0.8078852397890166,6.63691604929787e-05,8.249183799260557e-06,3.071253402852742e-05,2.969866802537904e-06,2.2372506414617974e-06,5.450558195644098e-06
106,0.12128311326491203,6.168241155926713e-06,3.5766949377014743e-06,1.961316939466865e-05,1.5031776444001075e-06,2.397323881511345e-07,2.1918022644607779e-07
107,0.29690504206671564,1.1549580743866903e-05,4.68821630667241e-06,2.5143865803019617e-05,-8.009962717495777e-07,2.3464283722555673e-07,-1.201122016964866e-06
108,0.32700608605456016,1.3920422563468222e-05,4.334010579536084e-06,2.436874380210096e-05,-2.114349782900091e-06,4.017976427023011e-08,1.3053021070514803e-06
109,0.7693160810744356,5.3039840762815175e-05,8.291682934420574e-06,2.7782349560185803e-05,1.253021253979966e-07,2.771866774528834e-06,2.6224857498536967e-06
110,0.8536383668590993,5.5592156556563854e-05,8.296637584540861e-06,2.6245442401672344e-05,5.15106806047503e-06,5.228275850645101e-06,6.406135785263342e-06
111,0.7648346310212182,6.080408686788231e-05,9.289464848676882e-06,2.9991396509956604e-05,-2.060609389751771e-06,1.6211941762562024e-06,1.4241125831643628e-06
112,0.5941292132825166,4.54146313752529e-05,7.0134936141263635e-06,2.2809760065047614e-05,3.8090537951216075e-06,2.9963192026274265e-07,-2.60093207973148e-06
113,0.9371693705990813,6.690472712267832e-05,8.27117733624055e-06,2.457084238635399e-05,1.6045835075857198e-05,4.312450847288329e-06,4.56774189210162e-06
114,0.24860610425862406,1.0821032637424747e-05,3.954365731958565e-06,2.1732953893709197e-05,3.746246808057217e-07,3.037427350541684e-07,-2.0023463588250513e-06
115,0.7513766083162546,6.748962580983385e-05,9.889398805151803e-06,3.08575873431772e-05,-4.193804197226583e-06,3.56317284290535e-06,4.775809755952994e-07
116,0.4607553738285819,2.2394117711772576e-05,6.116157710965253e-06,2.769672848468793e-05,1.4662350152544012e-06,6.803796841932823e-07,-3.930973480603512e-06
117,0.031035476991859157,3.5482968423611555e-06,1.6978298163254477e-06,1.225807971734251e-05,-2.3338746531511242e-07,-5.533768627872253e-07,9.17797571466102e-07
118,0.5915071813977895,5.13221165046289e-05,7.654193498661113e-06,2.448858005055779e-05,7.215964794030918e-06,1.1851114024300841e-06,-5.782355373332443e-07
119,0.30784913877191866,1.4225233027679449e-05,5.79931490129432e-06,2.5820151367746266e-05,-1.8231817614548622e-06,-1.8722384552856045e-07,-1.401105857119765e-06
120,0.18262635866552202,7.537951457647077e-06,3.950559168036819e-06,2.226253726413456e-05,-1.5787925001798307e-06,-3.8044529548530877e-07,-5.733691568690377e-07
121,0.08265569696418573,6.636154280758802e-06,2.884711384778653e-06,1.56730230450069e-05,-2.0456241869023795e-07,4.353843107460052e-07,-1.1424018577941613e-06
122,0.4429043548663548,1.8944985239964378e-05,1.1856001957914092e-05,2.8611325771744326e-05,-1.6832595706010657e-06,-1.2311953353754712e-06,1.1362184741334899e-07
123,0.2904833835336741,1.1864979429107897e-05,4.9977806434984035e-06,2.5782283952744098e-05,4.594864607883435e-07,-2.14841647106211e-07,1.1598330522938527e-07
124,0.22004323439253692,9.451999539470457e-06,4.533694617603594e-06,1.9474766128346432e-05,4.301148272613309e-09,5.877607827732809e-07,-2.004092593342625e-07
125,0.7064364830136045,5.151667873917982e-05,1.3293770344428956e-05,3.1202554384096617e-05,-1.3814514858278713e-06,2.3267626132670874e-06,-3.409042244581398e-07
126,0.30621421553585815,1.4813326484320778e-05,4.777990947284664e-06,2.4033741120710366e-05,-7.57472833846432e-07,-3.776813429616888e-07,-1.482678195025097e-06
127,0.854036362646339,5.4240545085053445e-05,8.998414635824748e-06,2.6817586411698938e-05,4.370377558290501e-06,5.666311172876361e-06,4.801751657006829e-06
128,0.1158809562756008,7.226223732144723e-06,3.3759799289059157e-06,1.8204827180272046e-05,6.759261968293641e-07,-3.1545010683173955e-07,-7.108334421376791e-07
129,0.8162373622914493,5.64409338172985e-05,9.078437061557002e-06,3.057152732089053e-05,2.8479028213588885e-06,3.7273299074043655e-06,6.26818137289673e-06
130,0.6165630687109265,5.305988770233304e-05,8.348446498529473e-06,2.2729965667023377e-05,4.126908214204879e-06,1.970557576150807e-06,-1.2664680665803813e-06
131,0.46492500432228157,2.2727876817796782e-05,8.063482457331693e-06,2.5178474646833158e-05,2.12007268301276e-06,8.215812841630907e-07,2.6661462262045085e-07
132,0.9574044974293158,5.4800885664627056e-05,8.227460699074312e-06,2.911692146273349e-05,1.4226204678894768e-05,5.805546398195163e-06,6.717704972609268e-06
133,0.7260402532417403,4.955050361273782e-05,8.259764769029424e-06,3.1139709547945316e-05,-8.162354214361866e-06,4.592483582185591e-06,-1.7434885069918401e-06
134,0.1472943158994211,7.192644367523414e-06,3.84907341106295e-06,1.905410197385172e-05,6.63685839720242e-07,6.244893592254303e-07,3.2894228360056976e-07
135,0.12859935238870857,6.907803137226553e-06,3.572690670533482e-06,2.0399113654376247e-05,-5.016917757382859e-07,6.139832375487071e-07,1.2216024129064882e-06
136,0.6296394622116505,5.429806245709239e-05,7.4401839656938645e-06,2.6346240770331256e-05,6.800250776752984e-06,7.176489781693089e-07,-1.1977402344276964e-06
137,0.8954815148889775,6.024151499403051e-05,9.030288310915601e-06,2.63470654997134e-05,5.471349500997293e-06,5.905579191745414e-06,7.49824351499389e-06
138,0.0930234008000611,5.204359284402022e-06,2.8497258172635373e-06,1.834306037908506e-05,-3.0288816964677367e-07,1.1044746401686607e-07,-3.5266203834203044e-07
139,0.823126588767124,5.662850354831647e-05,8.463096415908818e-06,2.90272145859833e-05,3.684325187238639e-06,5.027181387115248e-06,5.246410309064913e-06
140,0.3500192165393029,1.4621206050024812e-05,6.359114510521379e-06,2.2018983913585343e-05,-7.876197529068007e-07,2.0666880167319e-06,-3.2361424022118282e-06
141,0.4188229124920638,2.218584684940185e-05,8.125071906296382e-06,2.466615828601805e-05,-2.843615316866801e-06,-2.35209072626266e-06,9.455900834190102e-07
142,0.01779110956389418,3.50644527343494e-06,2.064405621457073e-06,1.8424697484600375e-05,-7.7080427615121e-08,3.385048249818819e-07,-4.866028378306257e-07
143,0.7034938520296378,6.864244586817337e-05,7.394699587898774e-06,3.280602302930224e-05,-3.857229520309201e-06,1.8776844698064467e-06,1.363269625235943e-06
144,0.7193634032046238,6.595834760883159e-05,8.491748304384119e-06,2.875286267064572e-05,-6.403385366985722e-06,4.073722523945931e-06,1.6105474691551635e-06
145,0.44054908338150556,1.949039575382399e-05,6.981351309278598e-06,2.8265328756206965e-05,1.384864514145256e-06,-1.2847989605719291e-06,-3.1458983196379803e-06
146,0.22574202176852454,9.86803605768588e-06,5.025752685171418e-06,1.7590931900673463e-05,3.326872866206915e-07,-2.363253817824893e-07,-3.573633770996247e-07
147,0.38910041444402155,1.7297059314250916e-05,8.480797690537503e-06,3.1110260703911914e-05,7.768507134723379e-07,-1.7067998250870329e-06,1.412714617375483e-06
148,0.5379076896149316,4.642090836927973e-05,8.293295074048078e-06,2.5100272679537296e-05,2.072197218640552e-06,7.086051513497938e-07,-4.3531632679602735e-10
149,0.8164751785061526,5.806649361931149e-05,9.368720587794845e-06,2.98209647333858e-05,2.9367874803476794e-06,3.7917818511699794e-06,5.824377100218962e-06
150,0.9998075025500501,7.338266363104244e-05,9.231463517444975e-06,2.6082016736492348e-05,2.5343232736439137e-05,3.2843060979725866e-06,4.507860832002909e-06
151,0.26916052386401623,9.710296947750955e-06,4.633148830134767e-06,2.5218006967291305e-05,1.4663049483227594e-06,-5.277718520414444e-07,-1.701439401967621e-06
152,0.42995127802425226,1.899946714095542e-05,8.730398080085525e-06,2.7770724418678347e-05,-1.0608068355016394e-06,-1.201765661265007e-06,2.5306528610059713e-06
153,0.6290364844534724,5.741610819339541e-05,7.552176748880784e-06,2.6926494791634184e-05,5.80695383088664e-06,1.2680800666279733e-07,-1.070358544040997e-06
154,0.3926282842633505,1.7308416556504796e-05,8.583262614555306e-06,2.6883554600676734e-05,1.3106862021416107e-06,-1.150349967829435e-06,3.0200443479004773e-06
