,returns,CDF for h = 0.001,CDF for h = 0.003,CDF for h = 0.01
476,0.0183,0.7984293898393116,0.8020802083395964,0.7727229825793874
66,0.0183,0.7916483102483052,0.7938247560322967,0.774403613807803
86,0.0184,0.7971420507530489,0.8003949764354994,0.7733611546895583
284,0.0185,0.8135975588065723,0.7960727549489803,0.7799872375476509
248,0.0185,0.7885806899814863,0.7970350151539377,0.7774641964033553
201,0.0186,0.8093462671721303,0.8006557899202963,0.7777786855091466
93,0.0187,0.7992029357323568,0.79548815909654,0.7787502392613534
116,0.0188,0.8014047020097148,0.7960984335582019,0.7761011565360564
498,0.0189,0.820373558076975,0.7954985307981287,0.7826030771683085
419,0.0196,0.8231468068637702,0.805147881226281,0.7891829640060919
323,0.0198,0.8061317060951624,0.8127296949098785,0.7908296051886884
33,0.0198,0.8140342193118918,0.8088702611817163,0.7868737043265428
350,0.0199,0.8166512054488808,0.811929762326971,0.7907633190851772
60,0.02,0.821254680968189,0.8143047155776738,0.7914733066681799
99,0.0202,0.8303729896573528,0.8164349416116372,0.7928433027451479
8,0.0205,0.8200128281959825,0.8215231623283156,0.7985139676886136
28,0.0206,0.8216650210953355,0.818244799511834,0.7996901222898364
457,0.0209,0.8266567968473267,0.8196584768286953,0.804060394705175
418,0.0209,0.8303834853345554,0.8255233607668178,0.8017244017378043
466,0.0213,0.8268528714135679,0.8172414900965743,0.8082642767474526
347,0.023,0.8274037790907908,0.844303135075074,0.8246440373268249
386,0.0234,0.83617092259312,0.8503187232328684,0.8291170434529789
379,0.0235,0.844157759885135,0.8505949136427415,0.8282893460993471
495,0.0238,0.847379293905635,0.8503178330017263,0.8298252695951551
26,0.024,0.8449966423745183,0.8483934361879063,0.8346841568908878
431,0.0241,0.8405123461482008,0.8518334417801345,0.8373976821434793
249,0.0242,0.8504405653234377,0.861685059517493,0.8382100626632528
425,0.0243,0.8479903670046541,0.8542919461351054,0.8381727658518727
230,0.0247,0.8360609574065473,0.8496284475600974,0.8410469701789954
376,0.0247,0.8471266340969509,0.8549490119694806,0.8392026654171397
216,0.0249,0.8587404503212834,0.8656034884336021,0.8438027084729507
189,0.0249,0.8513515967015136,0.855594128013712,0.8456872105277565
296,0.0251,0.868270424181281,0.8609626483865956,0.8444516218648833
271,0.0251,0.8592703673962324,0.850251530011341,0.8503926577086408
146,0.0253,0.8583375696282483,0.862501847441062,0.8469992408704778
409,0.0254,0.8551175939813831,0.8659180686204387,0.8463232983870876
389,0.0254,0.8626459885176507,0.8553997786349676,0.8476721029930666
477,0.0257,0.8705734559969035,0.8729653540403467,0.8515995412198701
6,0.0258,0.8743893936996977,0.8701829797944475,0.8556808636131203
10,0.026,0.8656036527462361,0.8641083404081665,0.8512508303136286
474,0.0262,0.8563375730312534,0.8702636590229039,0.8541605609580658
449,0.0267,0.8920673692520396,0.872628463809457,0.8613439252332903
494,0.027,0.8854397466323148,0.8815186802269437,0.8624107997070661
424,0.0271,0.880566156348486,0.8864516267156322,0.8620424585709429
410,0.0272,0.8743135625893945,0.8846078743316845,0.8633397506777264
47,0.0272,0.8835022067922892,0.8787770144483608,0.863965920017809
132,0.0274,0.8720296808569362,0.8821146507459974,0.8676660975729124
279,0.0276,0.8846592527541403,0.8866301049528473,0.862328840011914
450,0.0277,0.8937002529725641,0.8810971952477098,0.8694922445534491
484,0.0277,0.8877013037352769,0.8864191054202935,0.8717435088581599
493,0.0278,0.889991216215252,0.8897089609403204,0.8721449320116722
491,0.0282,0.909036433035033,0.890855927183621,0.8717741851816417
293,0.0285,0.9010199757938071,0.8950665264578643,0.8746857088239343
345,0.0289,0.9047049716331412,0.9025559684894383,0.8798387034378834
155,0.0292,0.8952455285285871,0.8933323753986101,0.8821933294331195
273,0.0299,0.9082821519800268,0.9001878935153138,0.8871085313658206
21,0.0301,0.9152246501573014,0.9030406919077602,0.8904283097957778
322,0.0303,0.9050484803245809,0.9074652868855492,0.8866021082772628
496,0.0307,0.9084471367173479,0.917363031097812,0.8914315537987646
59,0.0307,0.9144248598370822,0.9113582489475224,0.893064267946516
29,0.0308,0.902402290622671,0.9152210717796275,0.8875949832109085
165,0.0308,0.916606111208683,0.9121291801609499,0.8878125240871638
473,0.0309,0.9197499139319111,0.9105878937564417,0.8931147381784705
192,0.0309,0.9332323637856101,0.9137834515961079,0.8948273563204376
206,0.0309,0.9268524279886702,0.9205152538922357,0.8860437307759613
330,0.0311,0.9265752817533708,0.9073644848173306,0.8930109514781948
364,0.032,0.9273442035282121,0.9166406389759298,0.900790999816551
13,0.0326,0.9174284815751469,0.9242243101354145,0.9042191907414663
334,0.0327,0.9324328882761139,0.9236933664406473,0.905093732340493
278,0.034,0.9197144580888135,0.9323388255387366,0.9122781768987271
463,0.0342,0.9376795118393974,0.9200980941433782,0.9137473494550805
186,0.0348,0.9305463528255973,0.9307545419756255,0.9192195851549219
266,0.0363,0.9497412115810954,0.9281818431230073,0.9268859389074346
373,0.0366,0.9400657036345548,0.9368145528334064,0.9296595144416371
131,0.0371,0.945218531574317,0.94199743528854,0.9307213124036198
170,0.0373,0.9478362218778714,0.9415806565334282,0.9268327314491873
355,0.0378,0.9417242804734127,0.9416308589116339,0.9254054524490659
407,0.0379,0.9377917617040078,0.9406070024603203,0.9346366414717949
193,0.0399,0.9512667567911359,0.9466444918201424,0.9389231761048672
354,0.0402,0.9426730713676563,0.952444330231551,0.9413359740724564
440,0.0406,0.9570587699020171,0.9460450453010089,0.9476188884856608
245,0.0406,0.9669952096768555,0.9576463173526459,0.9473091453085936
243,0.0427,0.9546966759306086,0.9542253653405474,0.9511543479334473
194,0.0433,0.9436667031049579,0.9629879222769434,0.9564099012892243
3,0.0438,0.9641678133037709,0.9597983051589415,0.9554360870724837
290,0.0438,0.9746628924582776,0.9575349913796914,0.9559796543392635
268,0.0439,0.9686361273406932,0.9757576612080282,0.9588947765372317
117,0.0443,0.9632665546795277,0.9646646685917015,0.9572904297576283
400,0.0449,0.9648075016705026,0.9684187614169018,0.957602506229671
294,0.0471,0.9585937572531547,0.9749431867831029,0.9700455625350637
372,0.0474,0.968015630975593,0.9781603308257907,0.96242835783048
130,0.0494,0.9679406717669173,0.9752007108826536,0.9689592901498135
391,0.0495,0.981639259050578,0.97469474789323,0.9714732161411149
387,0.0508,0.9672550334487956,0.9824605255317468,0.9743128723871363
215,0.0516,0.9702105759038449,0.986850277835722,0.9803985467659362
269,0.0517,0.9702218565909163,0.9847170964395175,0.9801154587052396
285,0.0551,0.9813827811351958,0.9887390472128773,0.9859747528371471
283,0.0556,0.9931182229530867,0.9883590345044803,0.9848659906120667
282,0.0624,0.9945421767626478,0.9962713524414138,0.9853914455763306
304,0.0634,0.9806267298328672,0.9919716073775435,0.9885613224927651
163,0.0648,1.0048647917807023,0.9956728485743833,0.9917029784339031
402,0.0759,0.9917387452753894,1.0037089148332166,0.9981947944156245
325,0.0784,0.9779087413083609,0.9827530467234176,0.9904475822576324
